"country_id","country_name","district_id","district_name","sub_district_id","sub_district_name","city_id","city_name"
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZOb3J0aC1EaXN0cmljdF9fSXNyYWVsDA,North District,bckaqeuwK3WWLhxLp8gJF1csY9k9oRufKKJMJG7N4cm1VSx70p3hAl,West Galilee,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU1hbm9mX19Jc3JhZWwM,Manof
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZOb3J0aC1EaXN0cmljdF9fSXNyYWVsDA,North District,gJ1pavSZtS9c1HmDEiheKIvBBVZ30870DKj0oSaHkspfd5rpyIunpI,East Galilee,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU1hc2FkX19Jc3JhZWwM,Masad
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyKAsSC0dlb0Rpc3RyaWN0IhdDZW50ZXItRGlzdHJpY3RfX0lzcmFlbAw,Center District,d7v4hHDDoWnCwRNVB4DwNIb0GtSFK1FjoiSqfdkDqAKAnBtruCo2gj,Hasharon,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU1hdGFuX19Jc3JhZWwM,Matan
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyKAsSC0dlb0Rpc3RyaWN0IhdDZW50ZXItRGlzdHJpY3RfX0lzcmFlbAw,Center District,d7v4hHDDoWnCwRNVB4DwNIb0GtSFK1FjoiSqfdkDqAKAnBtruCo2gj,Hasharon,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU1hem9yX19Jc3JhZWwM,Mazor
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZOb3J0aC1EaXN0cmljdF9fSXNyYWVsDA,North District,gJ1pavSZtS9c1HmDEiheKIvBBVZ30870DKj0oSaHkspfd5rpyIunpI,East Galilee,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU1lcm9uX19Jc3JhZWwM,Meron
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZOb3J0aC1EaXN0cmljdF9fSXNyYWVsDA,North District,JZCwml8fBqFrIHShOR1urtzjN4xj7ngroltwQUwuAWK18vtgMEBVzi,Yizre'el,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU1penJhX19Jc3JhZWwM,Mizra
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZOb3J0aC1EaXN0cmljdF9fSXNyYWVsDA,North District,bckaqeuwK3WWLhxLp8gJF1csY9k9oRufKKJMJG7N4cm1VSx70p3hAl,West Galilee,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU1vcmFuX19Jc3JhZWwM,Moran
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyKAsSC0dlb0Rpc3RyaWN0IhdDZW50ZXItRGlzdHJpY3RfX0lzcmFlbAw,Center District,"6hk9pHEP9MfNePGwvRniKrdRaBj4VbC600rzj7fVVHsJKwvTHBgIRI",Hashfela,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU5hLWFuX19Jc3JhZWwM,Na'an
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyKwsSC0dlb0Rpc3RyaWN0IhpKZXJ1c2FsZW0tRGlzdHJpY3RfX0lzcmFlbAw,Jerusalem District,tDZ48eGbCb5ON4kssoApaMWmaoHreqSw1s9ngB07SXXCDAjQsxdXwv,Jerusalem & Surroundings,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU5haGFtX19Jc3JhZWwM,Naham
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyKwsSC0dlb0Rpc3RyaWN0IhpKZXJ1c2FsZW0tRGlzdHJpY3RfX0lzcmFlbAw,Jerusalem District,tDZ48eGbCb5ON4kssoApaMWmaoHreqSw1s9ngB07SXXCDAjQsxdXwv,Jerusalem & Surroundings,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU5hdGFmX19Jc3JhZWwM,Nataf
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZTb3V0aC1EaXN0cmljdF9fSXNyYWVsDA,South District,WQGdfrTSu18DiDzgsJN7gNvE4s4wMM9E2fK7GWHDlXDCSICPNH3jI0,Ashkelon & Surroundings,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU5lZ2JhX19Jc3JhZWwM,Negba
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyJwsSC0dlb0Rpc3RyaWN0IhZOb3J0aC1EaXN0cmljdF9fSXNyYWVsDA,North District,QooOENCUT25D4L7qC7bzdw1TFydAk6QrE0kEdzZBnqwNIUclcoYM1W,Hamifrats,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU5vZml0X19Jc3JhZWwM,Nofit
agxzfmlsbGlzdHNpdGVyFgsSCkdlb0NvdW50cnkiBklzcmFlbAw,Israel,agxzfmlsbGlzdHNpdGVyKAsSC0dlb0Rpc3RyaWN0IhdDZW50ZXItRGlzdHJpY3RfX0lzcmFlbAw,Center District,d7v4hHDDoWnCwRNVB4DwNIb0GtSFK1FjoiSqfdkDqAKAnBtruCo2gj,Hasharon,agxzfmlsbGlzdHNpdGVyGgsSB0dlb0NpdHkiDU9sZXNoX19Jc3JhZWwM,Olesh
